student details data:       student_id         full_name department  batch  current_semester
5610        5611         [python, docker, dsa]     [communication, adaptability, time management]                    [data pipeline, analytics dashboard, etl tool]              3
5611        5612       [python, react, docker]        [adaptability, time management, leadership]         [placement portal, recommendation engine, automation bot]              3
5612        5613        [docker, excel, react]            [adaptability, communication, teamwork]              [analytics dashboard, placement portal, student crm]              3
5613        5614            [docker, aws, dsa]        [leadership, time management, adaptability]         [student crm, recommendation engine, analytics dashboard]              3
5614        5615        [python, java, pandas]       [time management, communication, leadership]     [recommendation engine, attendance tracker, inventory system]              3
5615        5616    [java, javascript, python]              [leadership, teamwork, communication]     [attendance tracker, recommendation engine, placement portal]              3
5616        5617         [excel, java, python]            [adaptability, communication, teamwork]                            [automation bot, chatbot, student crm]              3
5617        5618            [sql, nodejs, dsa]       [leadership, communication, problem solving]                          [chatbot, student crm, placement portal]              3
5618        5619   [python, react, javascript]         [time management, communication, teamwork]                 [placement portal, data pipeline, automation bot]              3
5619        5620   [react, pandas, javascript]               [leadership, adaptability, teamwork]              [inventory system, analytics dashboard, student crm]              3
5620        5621          [dsa, nodejs, react]       [teamwork, problem solving, time management]                     [data pipeline, attendance tracker, etl tool]              3
5621        5622       [javascript, c, nodejs]              [communication, teamwork, leadership]          [attendance tracker, placement portal, inventory system]              3
5622        5623            [react, java, aws]        [leadership, time management, adaptability]            [inventory system, recommendation engine, student crm]              3
5623        5624          [react, sql, docker]            [teamwork, problem solving, leadership]             [attendance tracker, data pipeline, placement portal]              3
5624        5625            [aws, java, react]   [adaptability, problem solving, time management]                                  [etl tool, chatbot, student crm]              3
5625        5626    [javascript, pandas, java]         [communication, time management, teamwork]          [placement portal, data pipeline, recommendation engine]              3
5626        5627          [javascript, c, sql]        [problem solving, leadership, adaptability]                        [placement portal, chatbot, data pipeline]              3
5627        5628         [docker, nodejs, aws]   [adaptability, time management, problem solving]            [student crm, attendance tracker, analytics dashboard]              3
5628        5629               [excel, c, sql]       [problem solving, communication, leadership]                  [inventory system, etl tool, attendance tracker]              3
5629        5630         [docker, dsa, python]   [problem solving, time management, adaptability]           [automation bot, placement portal, analytics dashboard]              3
5630        5631           [aws, nodejs, java]        [time management, leadership, adaptability]                           [student crm, etl tool, automation bot]              3
5631        5632             [excel, react, c]          [teamwork, adaptability, time management]       [analytics dashboard, data pipeline, recommendation engine]              3
5632        5633       [javascript, pandas, c]            [teamwork, communication, adaptability]                        [chatbot, attendance tracker, student crm]              3
5633        5634          [sql, javascript, c]          [problem solving, teamwork, adaptability]                     [student crm, recommendation engine, chatbot]              3
5634        5635            [dsa, nodejs, sql]        [adaptability, leadership, time management]                         [student crm, etl tool, inventory system]              3
5635        5636        [c, javascript, excel]        [adaptability, problem solving, leadership]                 [student crm, automation bot, attendance tracker]              3
5636        5637       [java, javascript, dsa]       [communication, time management, leadership]                     [data pipeline, chatbot, analytics dashboard]              3
5637        5638     [sql, pandas, javascript]         [problem solving, communication, teamwork]                  [inventory system, chatbot, analytics dashboard]              3
5638        5639           [excel, dsa, react]         [teamwork, time management, communication]             [analytics dashboard, chatbot, recommendation engine]              3
5639        5640         [react, pandas, java]     [time management, leadership, problem solving]             [chatbot, analytics dashboard, recommendation engine]              3
5640        5641        [python, java, docker]     [problem solving, time management, leadership]            [automation bot, inventory system, attendance tracker]              3
5641        5642               [excel, c, dsa]         [problem solving, communication, teamwork]              [inventory system, automation bot, placement portal]              3
5642        5643              [dsa, docker, c]       [leadership, time management, communication]                [student crm, analytics dashboard, automation bot]              3
5643        5644          [react, dsa, python]  [problem solving, communication, time management]                     [chatbot, inventory system, placement portal]              3
5644        5645     [pandas, aws, javascript]     [communication, time management, adaptability]                                [etl tool, chatbot, data pipeline]              3
5645        5646            [docker, dsa, sql]            [problem solving, teamwork, leadership]          [analytics dashboard, data pipeline, attendance tracker]              3
5646        5647           [react, aws, excel]        [time management, adaptability, leadership]       [placement portal, attendance tracker, analytics dashboard]              3
5647        5648     [javascript, nodejs, dsa]       [time management, communication, leadership]                  [attendance tracker, inventory system, etl tool]              3
5648        5649   [javascript, excel, docker]          [problem solving, teamwork, adaptability]                [student crm, analytics dashboard, automation bot]              3
5649        5650           [nodejs, python, c]       [time management, communication, leadership]                 [etl tool, inventory system, analytics dashboard]              3
5650        5651                [sql, java, c]          [problem solving, teamwork, adaptability]                         [automation bot, data pipeline, etl tool]              3
5651        5652  [nodejs, python, javascript]            [teamwork, problem solving, leadership]                             [data pipeline, chatbot, student crm]              3
5652        5653           [nodejs, python, c]         [teamwork, problem solving, communication]                        [placement portal, chatbot, data pipeline]              3
5653        5654          [react, dsa, nodejs]              [teamwork, communication, leadership]              [chatbot, recommendation engine, attendance tracker]              3
5654        5655         [pandas, nodejs, sql]       [communication, leadership, time management]           [inventory system, automation bot, analytics dashboard]              3
5655        5656           [aws, python, java]       [leadership, time management, communication]                          [etl tool, chatbot, analytics dashboard]              3
5656        5657         [docker, pandas, dsa]            [time management, leadership, teamwork]            [inventory system, automation bot, attendance tracker]              3
5657        5658           [dsa, pandas, java]     [problem solving, leadership, time management]                           [attendance tracker, chatbot, etl tool]              3
5658        5659               [excel, sql, c]            [communication, adaptability, teamwork]                 [placement portal, automation bot, data pipeline]              3
5659        5660   [python, excel, javascript]     [time management, problem solving, leadership]         [analytics dashboard, recommendation engine, student crm]              3
5660        5661           [sql, python, java]          [adaptability, leadership, communication]                  [analytics dashboard, placement portal, chatbot]              3
5661        5662     [nodejs, aws, javascript]               [leadership, adaptability, teamwork]                        [student crm, attendance tracker, chatbot]              3
5662        5663          [sql, docker, react]          [adaptability, time management, teamwork]         [automation bot, recommendation engine, inventory system]              3
5663        5664            [pandas, c, excel]          [communication, leadership, adaptability]                    [analytics dashboard, data pipeline, etl tool]              3
5664        5665         [nodejs, pandas, dsa]            [time management, leadership, teamwork]                       [analytics dashboard, student crm, chatbot]              3
5665        5666       [java, sql, javascript]              [communication, teamwork, leadership]                 [student crm, attendance tracker, automation bot]              3
5666        5667              [java, sql, dsa]            [leadership, time management, teamwork]                    [etl tool, data pipeline, analytics dashboard]              3
5667        5668              [dsa, java, aws]         [communication, time management, teamwork]                          [student crm, chatbot, inventory system]              3
5668        5669       [docker, excel, pandas]            [leadership, problem solving, teamwork]              [analytics dashboard, automation bot, data pipeline]              3
5669        5670           [nodejs, aws, java]        [time management, adaptability, leadership]         [inventory system, recommendation engine, automation bot]              3
5670        5671         [nodejs, pandas, aws]   [time management, problem solving, adaptability]               [inventory system, recommendation engine, etl tool]              3
5671        5672      [javascript, excel, aws]        [time management, adaptability, leadership]                    [automation bot, etl tool, attendance tracker]              3
5672        5673        [nodejs, java, pandas]            [communication, adaptability, teamwork]                 [placement portal, student crm, inventory system]              3
5673        5674         [pandas, java, react]     [time management, communication, adaptability]                            [student crm, chatbot, automation bot]              3
5674        5675              [aws, c, docker]            [leadership, problem solving, teamwork]         [recommendation engine, automation bot, inventory system]              3
5675        5676        [nodejs, docker, java]          [communication, adaptability, leadership]                   [etl tool, automation bot, analytics dashboard]              3
5676        5677     [javascript, sql, docker]               [adaptability, teamwork, leadership]                     [data pipeline, attendance tracker, etl tool]              3
5677        5678         [docker, python, aws]       [communication, time management, leadership]                           [chatbot, attendance tracker, etl tool]              3
5678        5679              [sql, aws, java]     [communication, time management, adaptability]                [chatbot, placement portal, recommendation engine]              3
5679        5680        [nodejs, pandas, java]        [problem solving, adaptability, leadership]                        [inventory system, data pipeline, chatbot]              3
5680        5681              [c, react, java]     [adaptability, communication, problem solving]                   [etl tool, automation bot, analytics dashboard]              3
5681        5682          [pandas, react, aws]   [problem solving, adaptability, time management]                [chatbot, recommendation engine, inventory system]              3
5682        5683            [react, c, docker]               [teamwork, leadership, adaptability]            [placement portal, recommendation engine, student crm]              3
5683        5684             [nodejs, c, java]        [adaptability, leadership, problem solving]               [analytics dashboard, attendance tracker, etl tool]              3
5684        5685             [dsa, react, sql]            [leadership, problem solving, teamwork]                   [inventory system, chatbot, attendance tracker]              3
5685        5686         [python, sql, pandas]               [leadership, teamwork, adaptability]          [attendance tracker, data pipeline, analytics dashboard]              3
5686        5687          [excel, sql, pandas]     [adaptability, communication, problem solving]                          [chatbot, automation bot, data pipeline]              3
5687        5688          [aws, pandas, react]         [communication, teamwork, time management]          [recommendation engine, inventory system, data pipeline]              3
5688        5689         [sql, docker, pandas]        [problem solving, leadership, adaptability]               [inventory system, data pipeline, placement portal]              3
5689        5690           [pandas, c, nodejs]       [leadership, time management, communication]                             [student crm, chatbot, data pipeline]              3
5690        5691         [python, docker, aws]               [teamwork, adaptability, leadership]                       [chatbot, analytics dashboard, student crm]              3
5691        5692                 [c, sql, dsa]     [time management, adaptability, communication]              [analytics dashboard, inventory system, student crm]              3
5692        5693            [c, excel, python]         [teamwork, problem solving, communication]          [recommendation engine, student crm, attendance tracker]              3
5693        5694            [excel, dsa, java]        [problem solving, adaptability, leadership]                  [recommendation engine, data pipeline, etl tool]              3
5694        5695   [react, docker, javascript]     [time management, communication, adaptability]         [placement portal, automation bot, recommendation engine]              3
5695        5696     [nodejs, dsa, javascript]        [adaptability, problem solving, leadership]                [student crm, automation bot, analytics dashboard]              3
5696        5697     [dsa, nodejs, javascript]            [communication, teamwork, adaptability]                                [etl tool, chatbot, data pipeline]              3
5697        5698             [dsa, excel, sql]          [time management, adaptability, teamwork]             [recommendation engine, attendance tracker, etl tool]              3
5698        5699        [javascript, react, c]         [teamwork, communication, problem solving]                       [analytics dashboard, chatbot, student crm]              3
5699        5700           [python, pandas, c]        [adaptability, time management, leadership]                       [student crm, analytics dashboard, chatbot]              3
5700        5701            [python, sql, aws]          [teamwork, time management, adaptability]                             [chatbot, etl tool, placement portal]              3
5701        5702         [react, python, java]               [leadership, teamwork, adaptability]             [placement portal, attendance tracker, data pipeline]              3
5702        5703   [pandas, javascript, react]         [time management, teamwork, communication]                  [automation bot, chatbot, recommendation engine]              3
5703        5704          [nodejs, dsa, react]     [leadership, time management, problem solving]                   [placement portal, automation bot, student crm]              3
5704        5705            [c, react, python]            [adaptability, teamwork, communication]                   [automation bot, placement portal, student crm]              3
5705        5706          [react, pandas, aws]              [communication, teamwork, leadership]    [recommendation engine, placement portal, analytics dashboard]              3
5706        5707           [c, nodejs, docker]  [problem solving, time management, communication]                          [etl tool, analytics dashboard, chatbot]              3
5707        5708       [pandas, python, excel]            [problem solving, teamwork, leadership]                          [automation bot, data pipeline, chatbot]              3
5708        5709        [docker, java, pandas]            [leadership, teamwork, problem solving]                   [chatbot, data pipeline, recommendation engine]              3
5709        5710              [dsa, nodejs, c]       [communication, time management, leadership]                            [student crm, automation bot, chatbot]              3
5710        5711            [sql, aws, nodejs]          [time management, adaptability, teamwork]                    [analytics dashboard, chatbot, automation bot]              3
5711        5712            [sql, aws, nodejs]               [adaptability, teamwork, leadership]              [recommendation engine, chatbot, attendance tracker]              3
5712        5713           [java, sql, nodejs]            [leadership, teamwork, time management]                     [analytics dashboard, data pipeline, chatbot]              3
5713        5714              [docker, dsa, c]         [teamwork, time management, communication]                   [automation bot, etl tool, analytics dashboard]              3
5714        5715                 [aws, c, dsa]       [problem solving, time management, teamwork]                         [data pipeline, etl tool, automation bot]              3
5715        5716         [pandas, aws, docker]         [communication, time management, teamwork]            [attendance tracker, placement portal, automation bot]              3
5716        5717        [aws, javascript, dsa]        [leadership, adaptability, time management]                      [etl tool, inventory system, automation bot]              3
5717        5718                [aws, c, java]        [leadership, adaptability, time management]                [student crm, automation bot, analytics dashboard]              3
5718        5719            [c, excel, nodejs]          [teamwork, adaptability, problem solving]                     [student crm, recommendation engine, chatbot]              3
5719        5720               [react, aws, c]            [leadership, teamwork, problem solving]                 [placement portal, student crm, inventory system]              3
5720        5721             [aws, excel, sql]     [time management, adaptability, communication]            [recommendation engine, analytics dashboard, etl tool]              3
5721        5722              [java, dsa, aws]          [teamwork, adaptability, problem solving]              [student crm, inventory system, analytics dashboard]              3
5722        5723         [sql, python, pandas]               [teamwork, adaptability, leadership]             [recommendation engine, analytics dashboard, chatbot]              3
5723        5724             [aws, sql, excel]         [teamwork, communication, time management]        [recommendation engine, attendance tracker, data pipeline]              3
5724        5725          [aws, react, pandas]              [communication, teamwork, leadership]                 [placement portal, automation bot, data pipeline]              3
5725        5726        [excel, react, nodejs]          [teamwork, problem solving, adaptability]                   [inventory system, automation bot, student crm]              3
5726        5727          [pandas, sql, react]               [leadership, adaptability, teamwork]                        [chatbot, placement portal, data pipeline]              3
5727        5728             [aws, dsa, react]            [teamwork, adaptability, communication]               [placement portal, student crm, attendance tracker]              3
5728        5729         [python, dsa, pandas]            [teamwork, communication, adaptability]            [inventory system, recommendation engine, student crm]              3
5729        5730              [sql, c, python]        [time management, adaptability, leadership]               [placement portal, student crm, attendance tracker]              3
5730        5731              [c, sql, pandas]        [leadership, problem solving, adaptability]            [attendance tracker, analytics dashboard, student crm]              3
5731        5732      [aws, excel, javascript]         [teamwork, communication, time management]         [placement portal, automation bot, recommendation engine]              3
5732        5733          [react, dsa, docker]        [adaptability, leadership, time management]                        [chatbot, data pipeline, inventory system]              3
5733        5734               [react, aws, c]       [communication, problem solving, leadership]               [etl tool, analytics dashboard, attendance tracker]              3
5734        5735           [dsa, python, java]              [leadership, teamwork, communication]                   [automation bot, inventory system, student crm]              3
5735        5736           [nodejs, python, c]            [communication, teamwork, adaptability]                            [automation bot, chatbot, student crm]              3
5736        5737         [nodejs, pandas, sql]          [leadership, adaptability, communication]            [automation bot, attendance tracker, placement portal]              3
5737        5738            [excel, java, aws]               [teamwork, adaptability, leadership]                       [automation bot, placement portal, chatbot]              3
5738        5739    [docker, javascript, java]          [teamwork, time management, adaptability]               [attendance tracker, automation bot, data pipeline]              3
5739        5740           [java, python, dsa]     [adaptability, communication, time management]                               [etl tool, automation bot, chatbot]              3
5740        5741     [python, javascript, dsa]            [leadership, problem solving, teamwork]                        [attendance tracker, chatbot, student crm]              3
5741        5742           [java, pandas, dsa]            [leadership, time management, teamwork]               [student crm, data pipeline, recommendation engine]              3
5742        5743       [docker, javascript, c]               [leadership, teamwork, adaptability]                    [analytics dashboard, data pipeline, etl tool]              3
5743        5744            [dsa, docker, sql]          [adaptability, communication, leadership]                  [automation bot, chatbot, recommendation engine]              3
5744        5745         [react, java, nodejs]         [problem solving, communication, teamwork]          [analytics dashboard, data pipeline, attendance tracker]              3
5745        5746            [java, dsa, excel]     [problem solving, time management, leadership]                                [etl tool, data pipeline, chatbot]              3
5746        5747            [docker, sql, dsa]       [leadership, time management, communication]                      [chatbot, data pipeline, attendance tracker]              3
5747        5748       [docker, nodejs, react]          [leadership, adaptability, communication]                           [chatbot, attendance tracker, etl tool]              3
5748        5749             [c, excel, react]         [communication, problem solving, teamwork]       [inventory system, placement portal, recommendation engine]              3
5749        5750      [excel, javascript, dsa]        [leadership, adaptability, time management]                      [etl tool, automation bot, inventory system]              3
5750        5751       [c, javascript, python]               [leadership, teamwork, adaptability]                           [student crm, etl tool, automation bot]              3
5751        5752         [docker, python, sql]            [problem solving, leadership, teamwork]                        [chatbot, recommendation engine, etl tool]              3
5752        5753              [python, c, dsa]        [leadership, adaptability, time management]                 [data pipeline, inventory system, automation bot]              3
5753        5754          [docker, aws, excel]          [leadership, communication, adaptability]          [data pipeline, recommendation engine, placement portal]              3
5754        5755              [java, react, c]        [time management, adaptability, leadership]        [attendance tracker, recommendation engine, data pipeline]              3
5755        5756         [sql, docker, nodejs]        [adaptability, time management, leadership]                 [data pipeline, placement portal, automation bot]              3
5756        5757            [dsa, aws, docker]         [teamwork, problem solving, communication]                        [data pipeline, chatbot, placement portal]              3
5757        5758            [aws, react, java]            [teamwork, time management, leadership]            [attendance tracker, analytics dashboard, student crm]              3
5758        5759      [pandas, python, nodejs]     [adaptability, communication, time management]                 [inventory system, placement portal, student crm]              3
5759        5760                 [dsa, c, aws]       [leadership, time management, communication]                  [chatbot, analytics dashboard, placement portal]              3
5760        5761            [python, aws, sql]       [teamwork, time management, problem solving]                        [data pipeline, placement portal, chatbot]              3
5761        5762             [react, dsa, sql]               [adaptability, leadership, teamwork]                                [data pipeline, etl tool, chatbot]              3
5762        5763           [nodejs, aws, java]        [leadership, time management, adaptability]                    [analytics dashboard, automation bot, chatbot]              3
5763        5764         [java, c, javascript]            [leadership, teamwork, problem solving]            [automation bot, placement portal, attendance tracker]              3
5764        5765       [pandas, javascript, c]        [leadership, adaptability, time management]                        [data pipeline, inventory system, chatbot]              3
5765        5766       [aws, javascript, java]       [communication, time management, leadership]                    [student crm, data pipeline, inventory system]              3
5766        5767             [pandas, java, c]          [teamwork, adaptability, problem solving]             [etl tool, attendance tracker, recommendation engine]              3
5767        5768              [c, nodejs, sql]       [leadership, communication, problem solving]                     [placement portal, inventory system, chatbot]              3
5768        5769            [c, excel, nodejs]         [time management, teamwork, communication]    [placement portal, recommendation engine, analytics dashboard]              3
5769        5770               [c, excel, dsa]          [time management, adaptability, teamwork]     [attendance tracker, recommendation engine, inventory system]              3
5770        5771          [javascript, aws, c]     [communication, time management, adaptability]               [placement portal, recommendation engine, etl tool]              3
5771        5772           [excel, aws, react]   [problem solving, adaptability, time management]           [analytics dashboard, automation bot, inventory system]              3
5772        5773              [c, dsa, docker]     [communication, adaptability, problem solving]                   [data pipeline, recommendation engine, chatbot]              3
5773        5774           [excel, aws, react]   [time management, problem solving, adaptability]                  [automation bot, recommendation engine, chatbot]              3
5774        5775        [react, docker, excel]         [teamwork, communication, problem solving]               [inventory system, placement portal, data pipeline]              3
5775        5776         [docker, dsa, pandas]               [adaptability, teamwork, leadership]            [recommendation engine, placement portal, student crm]              3
5776        5777           [aws, react, excel]         [teamwork, problem solving, communication]              [analytics dashboard, placement portal, student crm]              3
5777        5778               [dsa, react, c]               [adaptability, teamwork, leadership]            [automation bot, attendance tracker, placement portal]              3
5778        5779        [python, java, pandas]              [teamwork, communication, leadership]                 [data pipeline, student crm, analytics dashboard]              3
5779        5780            [c, docker, excel]       [leadership, communication, problem solving]               [automation bot, data pipeline, attendance tracker]              3
5780        5781         [excel, docker, java]   [problem solving, adaptability, time management]             [inventory system, data pipeline, attendance tracker]              3
5781        5782         [dsa, pandas, docker]   [time management, adaptability, problem solving]                   [recommendation engine, data pipeline, chatbot]              3
5782        5783          [sql, pandas, excel]     [adaptability, time management, communication]                      [inventory system, automation bot, etl tool]              3
5783        5784             [pandas, java, c]       [leadership, time management, communication]                                [chatbot, etl tool, data pipeline]              3
5784        5785         [excel, java, python]         [time management, communication, teamwork]            [placement portal, automation bot, attendance tracker]              3
5785        5786     [javascript, sql, pandas]          [leadership, adaptability, communication]                  [etl tool, attendance tracker, placement portal]              3
5786        5787      [nodejs, python, pandas]         [teamwork, communication, problem solving]                          [student crm, inventory system, chatbot]              3
5787        5788       [react, nodejs, pandas]          [communication, leadership, adaptability]                          [chatbot, etl tool, analytics dashboard]              3
5788        5789       [docker, nodejs, react]        [leadership, problem solving, adaptability]                                [data pipeline, chatbot, etl tool]              3
5789        5790              [c, docker, dsa]        [leadership, problem solving, adaptability]                           [student crm, automation bot, etl tool]              3
5790        5791            [nodejs, dsa, aws]     [adaptability, time management, communication]                   [attendance tracker, inventory system, chatbot]              3
5791        5792   [excel, javascript, nodejs]            [leadership, problem solving, teamwork]                               [automation bot, chatbot, etl tool]              3
5792        5793          [dsa, excel, docker]  [time management, problem solving, communication]                [recommendation engine, placement portal, chatbot]              3
5793        5794     [javascript, nodejs, sql]          [adaptability, communication, leadership]                     [recommendation engine, student crm, chatbot]              3
5794        5795       [nodejs, docker, react]        [leadership, time management, adaptability]                        [chatbot, data pipeline, inventory system]              3
5795        5796   [excel, python, javascript]        [adaptability, leadership, time management]             [attendance tracker, inventory system, data pipeline]              3
5796        5797      [excel, sql, javascript]          [communication, adaptability, leadership]       [placement portal, analytics dashboard, attendance tracker]              3
5797        5798             [dsa, aws, react]               [teamwork, adaptability, leadership]                      [etl tool, student crm, analytics dashboard]              3
5798        5799    [python, java, javascript]        [adaptability, leadership, time management]                     [data pipeline, etl tool, attendance tracker]              3
5799        5800       [pandas, react, python]          [adaptability, leadership, communication]                       [student crm, etl tool, attendance tracker]              3
5800        5801            [aws, react, java]               [adaptability, leadership, teamwork]       [attendance tracker, recommendation engine, automation bot]              3
5801        5802            [c, python, react]         [teamwork, communication, time management]                             [placement portal, chatbot, etl tool]              3
5802        5803        [java, pandas, docker]     [time management, adaptability, communication]                           [etl tool, chatbot, attendance tracker]              3
5803        5804            [excel, aws, java]     [adaptability, problem solving, communication]         [analytics dashboard, attendance tracker, automation bot]              3
5804        5805             [c, java, docker]               [teamwork, adaptability, leadership]                   [placement portal, automation bot, student crm]              3
5805        5806       [docker, react, nodejs]       [teamwork, time management, problem solving]                    [data pipeline, analytics dashboard, etl tool]              3
5806        5807      [excel, sql, javascript]          [teamwork, adaptability, time management]                      [student crm, etl tool, analytics dashboard]              3
5807        5808          [excel, docker, dsa]       [communication, problem solving, leadership]                             [chatbot, etl tool, placement portal]              3
5808        5809      [pandas, docker, nodejs]  [problem solving, communication, time management]                  [chatbot, placement portal, analytics dashboard]              3
5809        5810             [react, aws, dsa]              [communication, teamwork, leadership]                         [data pipeline, etl tool, automation bot]              3
5810        5811             [c, pandas, java]     [problem solving, adaptability, communication]                    [student crm, data pipeline, placement portal]              3
5811        5812       [javascript, java, dsa]       [communication, problem solving, leadership]                     [attendance tracker, chatbot, automation bot]              3
5812        5813           [aws, java, nodejs]     [communication, adaptability, problem solving]                        [attendance tracker, student crm, chatbot]              3
5813        5814         [java, javascript, c]     [communication, time management, adaptability]                        [placement portal, chatbot, data pipeline]              3
5814        5815            [c, react, docker]       [time management, leadership, communication]                  [automation bot, recommendation engine, chatbot]              3
5815        5816           [java, sql, pandas]        [adaptability, time management, leadership]                 [analytics dashboard, etl tool, placement portal]              3
5816        5817           [react, dsa, excel]          [teamwork, time management, adaptability]                  [chatbot, analytics dashboard, placement portal]              3
5817        5818    [docker, java, javascript]            [communication, adaptability, teamwork]  [analytics dashboard, recommendation engine, attendance tracker]              3
5818        5819       [docker, react, pandas]          [problem solving, teamwork, adaptability]      [automation bot, analytics dashboard, recommendation engine]              3
5819        5820            [java, excel, aws]            [leadership, teamwork, problem solving]          [attendance tracker, placement portal, inventory system]              3
5820        5821             [aws, sql, react]     [problem solving, communication, adaptability]              [placement portal, analytics dashboard, student crm]              3
5821        5822              [c, docker, sql]   [adaptability, problem solving, time management]                   [placement portal, student crm, automation bot]              3
5822        5823                [sql, java, c]              [communication, leadership, teamwork]                               [chatbot, automation bot, etl tool]              3
5823        5824      [docker, nodejs, pandas]            [leadership, problem solving, teamwork]                          [etl tool, analytics dashboard, chatbot]              3
5824        5825  [pandas, javascript, nodejs]     [problem solving, time management, leadership]                             [chatbot, etl tool, placement portal]              3
5825        5826       [excel, pandas, python]               [adaptability, teamwork, leadership]     [attendance tracker, inventory system, recommendation engine]              3
5826        5827           [c, docker, pandas]            [time management, leadership, teamwork]              [student crm, recommendation engine, automation bot]              3
5827        5828            [sql, java, react]       [time management, communication, leadership]      [automation bot, recommendation engine, analytics dashboard]              3
5828        5829       [javascript, pandas, c]        [adaptability, problem solving, leadership]                       [placement portal, etl tool, data pipeline]              3
5829        5830           [docker, nodejs, c]          [time management, adaptability, teamwork]                    [student crm, etl tool, recommendation engine]              3
5830        5831            [aws, pandas, sql]            [time management, leadership, teamwork]                 [placement portal, data pipeline, automation bot]              3
5831        5832                 [c, sql, dsa]        [leadership, time management, adaptability]                    [etl tool, student crm, recommendation engine]              3
5832        5833             [sql, react, dsa]          [teamwork, problem solving, adaptability]                        [student crm, attendance tracker, chatbot]              3
5833        5834           [pandas, python, c]         [time management, communication, teamwork]                       [inventory system, chatbot, automation bot]              3
5834        5835   [javascript, react, pandas]            [adaptability, teamwork, communication]                          [data pipeline, automation bot, chatbot]              3
5835        5836     [sql, docker, javascript]         [time management, teamwork, communication]                       [data pipeline, placement portal, etl tool]              3
5836        5837            [dsa, aws, python]          [teamwork, problem solving, adaptability]                          [chatbot, placement portal, student crm]              3
5837        5838           [dsa, pandas, java]     [leadership, time management, problem solving]             [inventory system, data pipeline, attendance tracker]              3
5838        5839   [excel, javascript, docker]     [time management, problem solving, leadership]                   [attendance tracker, chatbot, placement portal]              3
5839        5840              [dsa, c, nodejs]       [teamwork, problem solving, time management]                        [data pipeline, inventory system, chatbot]              3
5840        5841             [sql, dsa, react]         [communication, teamwork, time management]               [data pipeline, placement portal, inventory system]              3
5841        5842              [sql, python, c]            [adaptability, communication, teamwork]                  [etl tool, attendance tracker, placement portal]              3
5842        5843          [excel, java, react]         [time management, teamwork, communication]                        [attendance tracker, student crm, chatbot]              3
5843        5844       [excel, docker, nodejs]          [adaptability, leadership, communication]                 [inventory system, analytics dashboard, etl tool]              3
5844        5845   [nodejs, javascript, react]     [leadership, problem solving, time management]                          [analytics dashboard, chatbot, etl tool]              3
5845        5846    [javascript, java, python]            [teamwork, problem solving, leadership]                 [placement portal, automation bot, data pipeline]              3
5846        5847               [c, excel, dsa]          [time management, adaptability, teamwork]                      [automation bot, student crm, data pipeline]              3
5847        5848             [pandas, java, c]              [communication, teamwork, leadership]                    [analytics dashboard, chatbot, automation bot]              3
5848        5849                [java, c, aws]        [adaptability, problem solving, leadership]             [placement portal, data pipeline, attendance tracker]              3
5849        5850          [react, pandas, aws]   [time management, adaptability, problem solving]                        [chatbot, inventory system, data pipeline]              3
5850        5851          [nodejs, react, dsa]         [problem solving, teamwork, communication]                   [placement portal, attendance tracker, chatbot]              3
5851        5852          [react, nodejs, aws]            [time management, teamwork, leadership]            [recommendation engine, data pipeline, automation bot]              3
5852        5853            [sql, pandas, aws]   [time management, adaptability, problem solving]       [placement portal, analytics dashboard, attendance tracker]              3
5853        5854     [javascript, dsa, nodejs]        [time management, leadership, adaptability]                    [student crm, etl tool, recommendation engine]              3
5854        5855  [pandas, docker, javascript]               [teamwork, adaptability, leadership]                       [attendance tracker, etl tool, student crm]              3
5855        5856            [c, python, react]         [communication, teamwork, time management]                   [chatbot, placement portal, attendance tracker]              3
5856        5857       [excel, python, nodejs]            [leadership, time management, teamwork]               [placement portal, recommendation engine, etl tool]              3
5857        5858          [react, python, sql]        [adaptability, leadership, time management]            [attendance tracker, inventory system, automation bot]              3
5858        5859         [java, react, pandas]            [leadership, teamwork, time management]                   [placement portal, chatbot, attendance tracker]              3
5859        5860           [nodejs, java, dsa]          [adaptability, teamwork, time management]               [attendance tracker, automation bot, data pipeline]              3
5860        5861         [dsa, docker, nodejs]  [problem solving, communication, time management]       [automation bot, recommendation engine, attendance tracker]              3
5861        5862   [pandas, javascript, react]          [time management, adaptability, teamwork]       [attendance tracker, recommendation engine, automation bot]              3
